strikePrice,expiryDate,CE_OI,PE_OI,CE_TotVol,PE_TotVol
25050,21-Aug-2025,3.0,12.0,7,2
25050,28-Aug-2025,268.0,336.0,280,194
25050,25-Sep-2025,12.0,146.0,2,7
25100,24-Jul-2025,215857.0,130529.0,3497242,3703879
25100,31-Jul-2025,30371.0,28364.0,115380,112216
25100,07-Aug-2025,3671.0,2931.0,6795,4912
25100,14-Aug-2025,408.0,341.0,611,199
25100,21-Aug-2025,108.0,54.0,68,57
25100,28-Aug-2025,5183.0,5588.0,2540,3280
25100,25-Sep-2025,269.0,384.0,135,203
25150,24-Jul-2025,125072.0,37659.0,2118198,1743500
25150,31-Jul-2025,8098.0,4478.0,49235,29488
25150,07-Aug-2025,1880.0,547.0,1249,791
25150,14-Aug-2025,38.0,55.0,65,38
25150,21-Aug-2025,5.0,3.0,0,4
25150,28-Aug-2025,317.0,386.0,297,477
25150,25-Sep-2025,23.0,78.0,2,14
25200,24-Jul-2025,211063.0,49651.0,2401963,1356011
25200,31-Jul-2025,45950.0,34614.0,106865,59549
25200,07-Aug-2025,5168.0,2660.0,9236,3927
25200,14-Aug-2025,319.0,298.0,291,335
25200,21-Aug-2025,99.0,42.0,54,59
25200,28-Aug-2025,16558.0,15961.0,7014,5263
25200,25-Sep-2025,432.0,452.0,159,133
25250,24-Jul-2025,75531.0,11035.0,1016985,309932
25250,31-Jul-2025,9103.0,4790.0,33533,6832
25250,07-Aug-2025,622.0,215.0,758,340
25250,14-Aug-2025,33.0,38.0,26,12
25250,21-Aug-2025,5.0,0.0,0,2
25250,28-Aug-2025,320.0,370.0,295,247
25250,25-Sep-2025,58.0,99.0,6,9
25300,24-Jul-2025,113150.0,13876.0,1282230,293799
25300,31-Jul-2025,32941.0,13611.0,99670,16652
25300,07-Aug-2025,2546.0,898.0,3976,1070
25300,14-Aug-2025,212.0,36.0,143,57
25300,21-Aug-2025,59.0,0.0,17,0
25300,28-Aug-2025,4743.0,4435.0,2563,1617
25300,25-Sep-2025,428.0,406.0,186,123
25350,24-Jul-2025,46004.0,2178.0,626088,42984
25350,31-Jul-2025,8549.0,1366.0,61453,2538
25350,07-Aug-2025,380.0,95.0,341,30
25350,14-Aug-2025,18.0,20.0,18,1
25350,21-Aug-2025,4.0,0.0,2,0
25350,28-Aug-2025,321.0,203.0,185,103
25350,25-Sep-2025,35.0,72.0,14,23
25400,24-Jul-2025,91711.0,8143.0,862358,50830
25400,31-Jul-2025,32117.0,11450.0,92605,5900
25400,07-Aug-2025,2219.0,414.0,4551,298
25400,14-Aug-2025,167.0,51.0,126,3
25400,21-Aug-2025,0.0,3.0,0,7
25400,28-Aug-2025,3409.0,3094.0,1800,628
25400,25-Sep-2025,243.0,696.0,113,79
25450,24-Jul-2025,43326.0,781.0,638918,6806
25450,31-Jul-2025,7139.0,2629.0,27003,1718
25450,07-Aug-2025,323.0,30.0,525,38
25450,14-Aug-2025,17.0,0.0,18,0
25450,21-Aug-2025,0.0,0.0,0,0
25450,28-Aug-2025,331.0,126.0,133,4
25450,25-Sep-2025,241.0,55.0,8,0
25500,24-Jul-2025,147461.0,9551.0,1042226,23128
25500,31-Jul-2025,81009.0,31410.0,115344,12986
25500,07-Aug-2025,4555.0,587.0,8917,478
25500,14-Aug-2025,501.0,37.0,407,10
25500,21-Aug-2025,160.0,24.0,185,41
25500,28-Aug-2025,24818.0,20310.0,14363,4996
25500,25-Sep-2025,3788.0,3914.0,880,986
25550,24-Jul-2025,36517.0,772.0,494450,1105
25550,31-Jul-2025,7025.0,1142.0,25026,376
25550,07-Aug-2025,323.0,29.0,692,0
25550,14-Aug-2025,0.0,0.0,0,0
25550,21-Aug-2025,0.0,0.0,0,0
25550,28-Aug-2025,467.0,264.0,181,15
25550,25-Sep-2025,70.0,55.0,8,2
25600,24-Jul-2025,73909.0,3259.0,597767,3167
25600,31-Jul-2025,38793.0,11155.0,59407,3868
25600,07-Aug-2025,2195.0,281.0,3261,201
25600,14-Aug-2025,419.0,9.0,413,7
25600,21-Aug-2025,0.0,0.0,0,0
25600,28-Aug-2025,3685.0,1381.0,2379,230
25600,25-Sep-2025,390.0,212.0,82,4
25650,24-Jul-2025,35030.0,265.0,346411,354
25650,31-Jul-2025,7033.0,856.0,21915,232
25650,07-Aug-2025,522.0,36.0,742,0
25650,14-Aug-2025,0.0,0.0,0,0
25650,21-Aug-2025,0.0,0.0,0,0
25650,28-Aug-2025,291.0,151.0,147,28
25650,25-Sep-2025,49.0,28.0,11,0
25700,24-Jul-2025,60806.0,1038.0,433924,613
25700,31-Jul-2025,28612.0,7073.0,52465,532
25700,07-Aug-2025,1541.0,112.0,2576,35
25700,14-Aug-2025,248.0,0.0,581,0
25700,21-Aug-2025,0.0,0.0,0,0
25700,28-Aug-2025,5190.0,1473.0,2321,190
25700,25-Sep-2025,261.0,171.0,117,61
25750,24-Jul-2025,35074.0,405.0,191531,48
25750,31-Jul-2025,5704.0,619.0,15071,122
25750,07-Aug-2025,322.0,2.0,322,0
25750,14-Aug-2025,0.0,0.0,0,0
25750,21-Aug-2025,0.0,0.0,0,0
25750,28-Aug-2025,298.0,105.0,172,1
25750,25-Sep-2025,114.0,65.0,7,0
25800,24-Jul-2025,72642.0,1236.0,309699,512
25800,31-Jul-2025,25370.0,2669.0,38705,580
25800,07-Aug-2025,1554.0,125.0,3171,0
25800,14-Aug-2025,315.0,1.0,279,0
25800,21-Aug-2025,0.0,0.0,0,0
25800,28-Aug-2025,4069.0,1044.0,3313,54
25800,25-Sep-2025,362.0,142.0,186,35
25850,24-Jul-2025,20195.0,29.0,115510,28
25850,31-Jul-2025,3521.0,1226.0,10166,21
25850,07-Aug-2025,512.0,2.0,256,2
25850,14-Aug-2025,0.0,0.0,0,0
25850,21-Aug-2025,0.0,0.0,0,0
